hs_code,product_desc,unit,general_rate,applicable_origin
5603.14.90,Other,,Free,ALL
5603.14.90.10,"Impregnated, coated or covered with material other than or in addition to rubber, plastics, wood pulp or glass fibers; ""imitation suede"" (223)","[""kg""]",,ALL
5603.14.90.90,Other (223),"[""kg""]",,ALL
5603.91.00,Weighing not more than 25 g/m2,,Free,ALL
5603.91.00.10,"Impregnated, coated or covered with material other than or in addition to rubber, plastics, wood pulp or glass fibers; ""imitation suede"" (223)","[""kg""]",,ALL
5603.91.00.90,Other (223),"[""kg""]",,ALL
5603.92.00,Weighing more than 25 g/m2 but not more than 70 g/m2,,Free,ALL
5603.92.00.10,"Impregnated, coated or covered with material other than or in addition to rubber, plastics, wood pulp or glass fibers; ""imitation suede"" (223)","[""kg""]",,ALL
5603.92.00.70,"Nonwoven articles, ready for use and packaged for industrial, institutional or retail sale, whether or not separated, perforated or impregnated, not elsewhere specified or included (223)","[""kg""]",,ALL
5603.92.00.95,Other (223),"[""kg""]",,ALL
5603.93.00,Weighing more than 70 g/m2 but not more than 150 g/m2,,Free,ALL
5603.93.00.10,"Impregnated, coated or covered with material other than or in addition to rubber, plastics, wood pulp or glass fibers; ""imitation suede"" (223)","[""kg""]",,ALL
5603.93.00.90,Other (223),"[""kg""]",,ALL
5603.94.10,Floor covering underlays,,Free,ALL
5603.94.10.10,Of wool or fine animal hair (469),"[""m2"",""kg""]",,ALL
5603.94.10.90,Other,"[""m2"",""kg""]",,ALL
5603.94.30.00,Laminated fabrics (223),"[""kg""]",Free,ALL
5603.94.90,Other,,Free,ALL
5603.94.90.10,"Impregnated, coated or covered with material other than or in addition to rubber, plastics, wood pulp or glass fibers; ""imitation suede"" (223)","[""kg""]",,ALL
5603.94.90.30,"Thermal bonded, of staple fibers (223)","[""kg""]",,ALL
5603.94.90.50,"Obtained by mechanical entanglement, of staple fibers (223)","[""kg""]",,ALL
5603.94.90.70,Of filaments (223),"[""kg""]",,ALL
5603.94.90.90,Of staple fibers (223),"[""kg""]",,ALL
5604.10.00.00,"Rubber thread and cord, textile covered (201)","[""kg""]",6.30%,ALL
5604.90.20.00,"High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated (201)","[""kg""]",8.80%,ALL
5604.90.90.00,Other,"[""kg""]",5.00%,ALL
5605.00.10.00,"Metal coated or metal laminated man-made filament or strip or the like, ungimped, and untwisted or with twist of less than 5 turns per meter","[""kg""]",7.50%,ALL
5605.00.90.00,Other (201),"[""kg""]",13.20%,ALL
5606.00.00,"Gimped yarn, and strip and the like of heading 5404 or 5405, gimped (other than those of heading 5605 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn",,8.00%,ALL
5606.00.00.10,Containing elastomeric filaments (201),"[""kg""]",,ALL
5606.00.00.90,Other (201),"[""kg""]",,ALL
5607.21.00.00,Binder or baler twine,"[""kg""]",Free,ALL
5607.29.00.00,Other,"[""kg""]",3.60%,ALL
5607.41.10.00,Of wide nonfibrillated strip,"[""kg""]",2.70%,ALL
5607.41.30.00,Other (201),"[""kg""]",4.00%,ALL
5607.49.10.00,Of wide nonfibrillated strip,"[""kg""]",2.70%,ALL
5607.49.15.00,Measuring less than 4.8 mm in diameter (201),"[""kg""]",7.00%,ALL
5607.49.25.00,Other (201),"[""kg""]",9.8¢/kg + 5.3%,ALL
5607.49.30.00,Other (669),"[""kg""]",3.60%,ALL
5607.50.25.00,"3-ply or 4-ply multicolored twine having a final ""S"" twist, containing at least 10 percent by weight of cotton, measuring less than 3.5 mm in diameter (201)","[""kg""]",7.00%,ALL
5607.50.35.00,Other (201),"[""kg""]",19.9¢/kg + 10.8%,ALL
5607.50.40.00,Other (669),"[""kg""]",3.60%,ALL
5607.90.10.00,Of coir,"[""kg""]",Free,ALL
5607.90.15.00,Of jute or other textile bast fibers of heading 5303,"[""kg""]",Free,ALL
5607.90.25.00,Of stranded construction measuring 1.88 cm or over in diameter,"[""kg""]",Free,ALL
5607.90.35.00,Other,"[""kg""]",3.40%,ALL
5607.90.90.00,Other (201),"[""kg""]",6.30%,ALL
5608.11.00,Made up fishing nets,,8.00%,ALL
5608.11.00.10,Hand-cast string-drawn,"[""kg""]",,ALL
5608.11.00.90,Other (229),"[""kg""]",,ALL
5608.19.10,Fish netting,,8.50%,ALL
5608.19.10.10,"Salmon gill netting, of nylon or other polyamides (229)","[""kg""]",,ALL
5608.19.10.20,Other (229),"[""kg""]",,ALL
5608.19.20,Other,,5.00%,ALL
5608.19.20.10,Bait bags with draw string closures,"[""kg""]",,ALL
5608.19.20.90,Other (229),"[""kg""]",,ALL
5608.90.10.00,Fish netting and fishing nets,"[""kg""]",8.00%,ALL
5608.90.23.00,Hammocks,"[""kg""]",14.10%,ALL
5608.90.27.00,Other (229),"[""kg""]",14.10%,ALL
5608.90.30.00,Other,"[""kg""]",5.00%,ALL
5609.00.10.00,Of cotton,"[""kg""]",2.90%,ALL
5609.00.20.00,"Of vegetable fibers, except cotton","[""kg""]",Free,ALL
5609.00.30.00,Of man-made fibers,"[""kg""]",4.50%,ALL
5609.00.40.00,Other,"[""kg""]",3.90%,ALL
5701.10.13.00,Certified hand-loomed and folklore products,"[""m2"",""kg""]",Free,ALL
5701.10.16.00,Other (465),"[""m2"",""kg""]",Free,ALL
5701.10.40.00,"Hand-hooked, that is, in which the tufts were inserted and knotted by hand or by means of a hand tool (465)","[""m2"",""kg""]",Free,ALL
5701.10.90.00,Other (465),"[""m2"",""kg""]",4.50%,ALL
5701.90.10,With pile inserted and knotted during weaving or knitting,,Free,ALL
5701.90.10.10,Hand-knotted,"[""m2"",""kg""]",,ALL
5701.90.10.20,Of cotton (369),"[""m2"",""kg""]",,ALL
5701.90.10.30,Of man-made fibers (665),"[""m2"",""kg""]",,ALL
5701.90.10.90,Other,"[""m2"",""kg""]",,ALL
5701.90.20,Other,,Free,ALL
5701.90.20.10,"Hand-hooked, that is, in which the tufts were inserted and knotted by hand or by means of a hand tool","[""m2"",""kg""]",,ALL
5701.90.20.20,Of cotton (369),"[""m2"",""kg""]",,ALL
5701.90.20.30,Of man-made fibers (665),"[""m2"",""kg""]",,ALL
5701.90.20.90,Other,"[""m2"",""kg""]",,ALL
5702.10.10.00,Certified hand-loomed and folklore products,"[""m2"",""kg""]",Free,ALL
5702.10.90,Other,,Free,ALL
5702.10.90.10,Of wool or fine animal hair (465),"[""m2"",""kg""]",,ALL
5702.10.90.20,Of cotton (369),"[""m2"",""kg""]",,ALL
5702.10.90.30,Of man-made fibers (665),"[""m2"",""kg""]",,ALL
5702.10.90.90,Other,"[""m2"",""kg""]",,ALL
5702.20.10.00,With pile,"[""m2"",""kg""]",Free,ALL
5702.20.20.00,Other,"[""m2"",""kg""]",Free,ALL
5702.31.10.00,Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (465),"[""m2"",""kg""]",8.00%,ALL
5702.31.20.00,Other (465),"[""m2"",""kg""]",4.00%,ALL
5702.32.10.00,Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (665),"[""m2"",""kg""]",8.00%,ALL
5702.32.20.00,Other (665),"[""m2"",""kg""]",7.00%,ALL
5702.39.10.00,Of jute,"[""m2"",""kg""]",Free,ALL
5702.39.20,Other,,3.60%,ALL
5702.39.20.10,Of cotton (369),"[""m2"",""kg""]",,ALL
5702.39.20.90,Other,"[""m2"",""kg""]",,ALL
5702.41.10.00,Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (465),"[""m2"",""kg""]",Free,ALL
5702.41.20.00,Other (465),"[""m2"",""kg""]",Free,ALL
5702.42.10.00,Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (665),"[""m2"",""kg""]",Free,ALL
5702.42.20,Other,,Free,ALL
5702.42.20.20,Not made on a power-driven loom (665),"[""m2"",""kg""]",,ALL
5702.42.20.80,Other (665),"[""m2"",""kg""]",,ALL
5702.49.10,Of cotton,,Free,ALL
5702.49.10.20,Not made on a power-driven loom (369),"[""m2"",""kg""]",,ALL
5702.49.10.80,Other (369),"[""m2"",""kg""]",,ALL
5702.49.15.00,Of jute,"[""m2""]",Free,ALL
5702.49.20.00,Other,"[""m2"",""kg""]",4.00%,ALL
5702.50.20.00,"Woven, but not made on a power-driven loom (465)","[""m2"",""kg""]",4.30%,ALL
5702.50.40.00,Other (465),"[""m2"",""kg""]",6.30%,ALL
5702.50.52.00,Of man-made textile materials (665),"[""m2"",""kg""]",4.70%,ALL
5702.50.56.00,Of cotton (369),"[""m2"",""kg""]",6.80%,ALL
5702.50.59.00,Other,"[""m2"",""kg""]",2.70%,ALL
5702.91.20.00,Certified hand-loomed and folklore products,"[""m2"",""kg""]",Free,ALL
5702.91.30.00,Other (465),"[""m2"",""kg""]",4.30%,ALL
5702.91.40.00,Other (465),"[""m2"",""kg""]",3.60%,ALL
5702.92.10.00,"Woven, but not made on a power-driven loom (665)","[""m2"",""kg""]",2.70%,ALL
5702.92.90.00,Other (665),"[""m2"",""kg""]",2.70%,ALL
5702.99.05.00,"Woven, but not made on a power-driven loom (369)","[""m2"",""kg""]",6.80%,ALL
5702.99.15.00,Other (369),"[""m2"",""kg""]",6.80%,ALL
5702.99.20.00,Other,"[""m2"",""kg""]",2.70%,ALL
5703.10.20.00,"Hand-hooked, that is, in which the tufts were inserted by hand or by means of a hand tool (465)","[""m2"",""kg""]",6.00%,ALL
5703.10.80.00,Other (465),"[""m2"",""kg""]",6.00%,ALL
5703.21.00,Turf,,6.70%,ALL
5703.21.00.10,Measuring not more than 5.25 m2 in area (665),"[""m2"",""kg""]",,ALL
5703.21.00.90,Other (665),"[""m2"",""kg""]",,ALL
5703.29.10.00,"Hand-hooked, that is, in which the tufts were inserted by hand or by means of a hand tool (665)","[""m2"",""kg""]",5.80%,ALL
5703.29.20,Other,,6.70%,ALL
5703.29.20.10,Measuring not more than 5.25 m2 in area (665),"[""m2"",""kg""]",,ALL
5703.29.20.90,Other (665),"[""m2"",""kg""]",,ALL
5703.31.00,Turf,,6.00%,ALL
5703.31.00.30,Measuring not more than 5.25 m2 in area (665),"[""m2"",""kg""]",,ALL
5703.31.00.60,"In rolls of a width equal to or exceeding 1.0 meter, or in sheets measuring 1.0 meter or greater on any side (665)","[""m2"",""kg""]",,ALL
5703.31.00.85,Other (665),"[""m2"",""kg""]",,ALL
5703.39.10.00,"Hand-hooked, that is, in which the tufts were inserted by hand or by means of a hand tool (665)","[""m2"",""kg""]",6.00%,ALL
5703.39.20,Other,,6.00%,ALL
5703.39.20.30,Measuring not more than 5.25 m2 in area (665),"[""m2"",""kg""]",,ALL
5703.39.20.90,Other (665),"[""m2"",""kg""]",,ALL
5703.90.00.00,Of other textile materials,"[""m2"",""kg""]",3.80%,ALL
5704.10.00,"Tiles, having a maximum surface area of 0.3 m2",,4.70%,ALL
5704.10.00.10,Of wool or fine animal hair (465),"[""m2"",""kg""]",,ALL
5704.10.00.90,Other (665),"[""m2"",""kg""]",,ALL
5704.20.00,"Tiles, having a maximum surface area exceeding 0.3m2 but not exceeding 1m2",,Free,ALL
5704.20.00.10,Of wool or fine animal hair (465),"[""m2"",""kg""]",,ALL
5704.20.00.90,Other (665),"[""m2"",""kg""]",,ALL
5704.90.01,Other,,Free,ALL
5704.90.01.10,Of wool or fine animal hair (465),"[""m2"",""kg""]",,ALL
5704.90.01.90,Other (665),"[""m2"",""kg""]",,ALL
5705.00.10.00,Of coir,"[""m2"",""kg""]",Free,ALL
5705.00.20,Other,,3.30%,ALL
5705.00.20.05,Needlepoint (465),"[""m2"",""kg""]",,ALL
5705.00.20.15,Other (465),"[""m2"",""kg""]",,ALL
5705.00.20.20,Of cotton (369),"[""m2"",""kg""]",,ALL
5705.00.20.30,Of man-made fibers (665),"[""m2"",""kg""]",,ALL
5705.00.20.90,Other,"[""m2"",""kg""]",,ALL
5801.10.00.00,Of wool or fine animal hair (414),"[""m²"",""kg""]",Free,ALL
5801.21.00.00,Uncut weft pile fabrics (224),"[""m²"",""kg""]",20.20%,ALL
5801.22.10.00,Greater than 7.5 wales per cm (224),"[""m²"",""kg""]",10.00%,ALL
5801.22.90.00,Other (224),"[""m²"",""kg""]",20.20%,ALL
5801.23.00.00,Other weft pile fabrics (224),"[""m²"",""kg""]",10.00%,ALL
5801.26.00,Chenille fabrics,,Free,ALL
5801.26.00.10,With chenille yarns on one side only (224),"[""m²"",""kg""]",,ALL
5801.26.00.20,Other (224),"[""m²"",""kg""]",,ALL
5801.27.10.00,Epinglé (uncut) (224),"[""m²"",""kg""]",10.50%,ALL
5801.27.50,Cut (224),,18.50%,ALL
5801.27.50.10,Over 271 grams per square meter (224),"[""m²"",""kg""]",,ALL
5801.27.50.20,Other (224),"[""m²"",""kg""]",,ALL
5801.31.00.00,Uncut weft pile fabrics (224),"[""m²"",""kg""]",17.20%,ALL
5801.32.00.00,Cut corduroy (224),"[""m²"",""kg""]",14.00%,ALL
5801.33.00.00,Other weft pile fabrics (224),"[""m²"",""kg""]",9.80%,ALL
5801.36.00,Chenille fabrics,,9.80%,ALL
5801.36.00.10,With chenille yarns on one side only (224),"[""m²"",""kg""]",,ALL
5801.36.00.20,Other (224),"[""m²"",""kg""]",,ALL
5801.37.10.00,Epinglé (uncut) (224),"[""m²"",""kg""]",14.00%,ALL
5801.37.50,Cut,,17.20%,ALL
5801.37.50.10,Over 271 grams per square meter (224),"[""m²"",""kg""]",,ALL
5801.37.50.20,Other (224),"[""m²"",""kg""]",,ALL
5801.90.10.00,"Of vegetable fibers, except cotton (810)","[""m²"",""kg""]",3.70%,ALL
5801.90.20,Other,,2.70%,ALL
5801.90.20.10,Containing 85 percent or more by weight of silk or silk waste,"[""m²"",""kg""]",,ALL
5801.90.20.90,Other (810),"[""m²"",""kg""]",,ALL
5802.10.10.00,Unbleached (224),"[""m²"",""kg""]",9.80%,ALL
5802.10.90.00,Other (224),"[""m²"",""kg""]",9.40%,ALL
5802.20.00,"Terry toweling and similar woven terry fabrics, of other textile materials",,14.00%,ALL
5802.20.00.10,Containing 85 percent or more by weight of silk or silk waste,"[""m²"",""kg""]",,ALL
5802.20.00.20,Of man-made fibers (224),"[""m²"",""kg""]",,ALL
5802.20.00.90,Other (810),"[""m²"",""kg""]",,ALL
5802.30.00,Tufted textile fabrics,,6.20%,ALL
5802.30.00.10,Containing 85 percent or more by weight of silk or silk waste,"[""m²"",""kg""]",,ALL
5802.30.00.20,Of wool or fine animal hair (414),"[""m²"",""kg""]",,ALL
5802.30.00.30,Of cotton; of man-made fibers (224),"[""m²"",""kg""]",,ALL
5802.30.00.90,Other (810),"[""m²"",""kg""]",,ALL
5803.00.10.00,Of cotton (220),"[""m²"",""kg""]",Free,ALL
5803.00.20.00,Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m² (414),"[""m²"",""kg""]",7.00%,ALL
5803.00.30.00,Other (414),"[""m²"",""kg""]",16.50%,ALL
5803.00.40.00,"Of vegetable fibers, except cotton (810)","[""m²"",""kg""]",Free,ALL
5803.00.50.00,Of man-made fibers (220),"[""m²"",""kg""]",Free,ALL
5803.00.90,Other,,Free,ALL
5803.00.90.10,Containing 85 percent or more by weight of silk or silk waste,"[""m²"",""kg""]",,ALL
5803.00.90.90,Other (810),"[""m²"",""kg""]",,ALL
5804.10.10.00,Of cotton or man-made fibers (229),"[""kg""]",6.00%,ALL
5804.10.90,Other,,Free,ALL
5804.10.90.10,Containing 85 percent or more by weight of silk or silk waste,"[""kg""]",,ALL
5804.10.90.90,Other (899),"[""kg""]",,ALL
5804.21.00.00,Of man-made fibers (229),"[""kg""]",12.00%,ALL
5804.29.10.00,Of cotton (229),"[""kg""]",8.00%,ALL
5804.29.90,Other,,5.00%,ALL
5804.29.90.10,Containing 85 percent or more by weight of silk or silk waste,"[""kg""]",,ALL
5804.29.90.90,Other (899),"[""kg""]",,ALL
5804.30.00,Hand-made lace,,13.20%,ALL
5804.30.00.10,Containing 85 percent or more by weight of silk or silk waste,"[""kg""]",,ALL
5804.30.00.20,Of cotton; of man-made fibers (229),"[""kg""]",,ALL
5804.30.00.90,Other (899),"[""kg""]",,ALL
5805.00.10.00,Hand-woven tapestries fit only for use as wall hangings and valued over $215 per square meter,"[""m²"",""kg""]",Free,ALL
5805.00.20.00,Certified hand-loomed and folklore products,"[""m²"",""kg""]",Free,ALL
5805.00.25.00,Other (414),"[""m²"",""kg""]",Free,ALL
5805.00.30.00,Of cotton (369),"[""m²"",""kg""]",Free,ALL
5805.00.40,Other,,Free,ALL
5805.00.40.10,Of man-made fibers (666),"[""m²"",""kg""]",,ALL
5805.00.40.90,Other,"[""m²"",""kg""]",,ALL
5806.10.10.00,Of cotton (229),"[""kg""]",7.80%,ALL
5806.10.24.00,Fastener fabric tapes (229),"[""kg""]",7.00%,ALL
5806.10.28.00,Other (229),"[""kg""]",8.40%,ALL
5806.10.30,Other,,3.80%,ALL
5806.10.30.10,Containing 85 percent or more by weight of silk or silk waste,"[""kg""]",,ALL
5806.10.30.20,Of wool or fine animal hair (414),"[""kg""]",,ALL
5806.10.30.90,Other (899),"[""kg""]",,ALL
5806.20.00,"Other woven fabrics, containing by weight 5 percent or more of elastomeric yarn or rubber thread",,7.00%,ALL
5806.20.00.10,Containing elastomeric yarn (229),"[""kg""]",,ALL
5806.20.00.90,Other (229),"[""kg""]",,ALL
5806.31.00.00,Of cotton (229),"[""kg""]",8.80%,ALL
5806.32.10,Ribbons,,6.00%,ALL
5806.32.10.10,Suitable for the manufacture of typewriter or similar ribbons of heading 9612 (621),"[""kg""]",,ALL
5806.32.10.20,Containing wire in selvedge (229),"[""kg""]",,ALL
5806.32.10.30,Other (229),"[""kg""]",,ALL
5806.32.10.40,Other (229),"[""kg""]",,ALL
5806.32.10.50,Containing wire in selvedge (229),"[""kg""]",,ALL
5806.32.10.60,Other (229),"[""kg""]",,ALL
5806.32.10.70,Other (229),"[""kg""]",,ALL
5806.32.10.80,Other (229),"[""kg""]",,ALL
5806.32.10.95,Other (229),"[""kg""]",,ALL
5806.32.20.00,Other (229),"[""kg""]",6.20%,ALL
5806.39.10.00,Of wool or fine animal hair (414),"[""kg""]",6.60%,ALL
5806.39.20.00,"Of vegetable fibers, except cotton (899)","[""kg""]",4.90%,ALL
5806.39.30,Other,,Free,ALL
5806.39.30.10,Containing 85 percent or more by weight of silk or silk waste,"[""kg""]",,ALL
5806.39.30.20,Of metalized yarn (229),"[""kg""]",,ALL
5806.39.30.80,Other (899),"[""kg""]",,ALL
5806.40.00.00,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),"[""kg""]",8.00%,ALL
5807.10.05,Of cotton or man-made fibers,,7.90%,ALL
5807.10.05.10,Of cotton (369),"[""kg""]",,ALL
5807.10.05.20,Other (669),"[""kg""]",,ALL
5807.10.15.00,Other,"[""kg""]",4.50%,ALL
5807.10.20,Other,,3.30%,ALL
5807.10.20.10,Of cotton,"[""kg""]",,ALL
5807.10.20.20,Of man-made fibers,"[""kg""]",,ALL
5807.10.20.90,Other,"[""kg""]",,ALL
5807.90.05,Of cotton or man-made fibers,,7.90%,ALL
5807.90.05.10,Of cotton (369),"[""kg""]",,ALL
5807.90.05.20,Other (669),"[""kg""]",,ALL
5807.90.15.00,Other,"[""kg""]",4.50%,ALL
5807.90.20,Other,,3.30%,ALL
5807.90.20.10,Of cotton,"[""kg""]",,ALL
5807.90.20.20,Of man-made fibers,"[""kg""]",,ALL
5807.90.20.90,Other,"[""kg""]",,ALL
5808.10.10.00,Of abaca or ramie (899),"[""kg""]",Free,ALL
5808.10.40.00,Of cotton or man-made fibers (229),"[""kg""]",3.20%,ALL
5808.10.50.00,Of other textile materials,"[""kg""]",Free,ALL
5808.10.70.00,Of cotton or man-made fibers (229),"[""kg""]",7.40%,ALL
5808.10.90.00,Other,"[""kg""]",4.20%,ALL
5808.90.00,Other,,3.90%,ALL
5808.90.00.10,Of cotton; of man-made fibers (229),"[""kg""]",,ALL
5808.90.00.90,Other,"[""kg""]",,ALL
5809.00.00.00,"Woven fabrics of metal thread and woven fabrics of metalized yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included (229)","[""m²"",""kg""]",14.90%,ALL
5810.10.00.00,Embroidery without visible ground (229),"[""kg""]",14.10%,ALL
5810.91.00,Of cotton,,See additional U.S. note 1,ALL
5810.91.00.10,Weighing over 200 g/m²,"[""kg""]",,ALL
5810.91.00.20,Other,"[""kg""]",,ALL
5810.92.10.00,"Badges, emblems and motifs","[""kg""]",See additional U.S. note 2,ALL
5810.92.90,Other,,See additional U.S. note 3,ALL
5810.92.90.30,Labels (669),"[""kg""]",,ALL
5810.92.90.50,On a ground fabric weighing less than 100 g/m² and of a width of more than 225 cm,"[""kg""]",,ALL
5810.92.90.80,Other,"[""kg""]",,ALL
5810.99.10.00,Of wool or fine animal hair (414),"[""kg""]",See additional U.S. note 4,ALL
5810.99.90.00,Other,"[""kg""]",See additional U.S. note 5,ALL
5811.00.10.00,Of wool or fine animal hair (414),"[""m²"",""kg""]",13.20%,ALL
5811.00.20.00,Of cotton (229),"[""m²"",""kg""]",6.30%,ALL
5811.00.30.00,Of man-made fibers (229),"[""m²"",""kg""]",8.00%,ALL
5811.00.40.00,Of other textile materials,"[""m²"",""kg""]",Free,ALL
5901.10.10.00,Of man-made fibers (229),"[""m2"",""kg""]",7.00%,ALL
5901.10.20.00,Other (229),"[""m2"",""kg""]",4.10%,ALL
5901.90.20.00,Of man-made fibers (229),"[""m2"",""kg""]",7.00%,ALL
5901.90.40.00,Other (229),"[""m2"",""kg""]",4.10%,ALL
5902.10.00.00,Of nylon or other polyamides (229),"[""kg""]",5.80%,ALL
5902.20.00.00,Of polyesters (229),"[""kg""]",5.80%,ALL
5902.90.00.00,Other (229),"[""kg""]",Free,ALL
5903.10.10.00,Of cotton,"[""m2"",""kg""]",2.70%,ALL
5903.10.15.00,Over 60 percent by weight of plastics,"[""m2"",""kg""]",Free,ALL
5903.10.18.00,Other (229),"[""m2"",""kg""]",14.10%,ALL
5903.10.20,Over 70 percent by weight of rubber or plastics,,Free,ALL
5903.10.20.10,"Fabrics, of yarns sheathed with poly(vinyl chloride), not otherwise impregnated, coated, covered or laminated","[""m2"",""kg""]",,ALL
5903.10.20.90,Other,"[""m2"",""kg""]",,ALL
5903.10.25.00,Other (229),"[""m2"",""kg""]",7.50%,ALL
5903.10.30.00,Other,"[""m2"",""kg""]",2.70%,ALL
5903.20.10.00,Of cotton,"[""m2"",""kg""]",2.70%,ALL
5903.20.15.00,Over 60 percent by weight of plastics,"[""m2"",""kg""]",Free,ALL
5903.20.18.00,Other (229),"[""m2"",""kg""]",8.00%,ALL
5903.20.20.00,Over 70 percent by weight of rubber or plastics,"[""m2"",""kg""]",Free,ALL
5903.20.25.00,Other (229),"[""m2"",""kg""]",7.50%,ALL
5903.20.30,Other,,2.70%,ALL
5903.20.30.10,Of wool or fine animal hair (414),"[""m2"",""kg""]",,ALL
5903.20.30.90,Other,"[""m2"",""kg""]",,ALL
5903.90.10.00,Of cotton,"[""m2"",""kg""]",2.70%,ALL
5903.90.15.00,Over 60 percent by weight of plastics,"[""m2"",""kg""]",Free,ALL
5903.90.18.00,Other (229),"[""m2"",""kg""]",8.00%,ALL
5903.90.20.00,Over 70 percent by weight of rubber or plastics,"[""m2"",""kg""]",Free,ALL
5903.90.25.00,Other (229),"[""m2"",""kg""]",7.50%,ALL
